Sample Number,Sample Date,Start Time,Sample Location,Class,Genus,Species,Density,Biovolume,Counted
484,4/26/2018,5:08,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,8815.608901,19015268.4,3
434,8/8/2017,13:52,Interior,Bacillariophyta,Synedra,Synedra spp.,35262.4356,18830140.61,4
475,4/25/2018,21:06,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,18687722.82,5
475,4/25/2018,21:06,Interior,Bacillariophyta,Navicula,Navicula sp.,79340.48011,18565672.34,45
408,8/1/2017,2:37,Interior,Bacillariophyta,Gomphonema,Gomphonema minuta,88156.08901,18512778.69,1
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Synedra,Synedra delicatissima,10578.73068,18364676.46,4
315,8/8/2017,14:35,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,18335483.52,1
408,8/1/2017,2:37,Interior,Bacillariophyta,Aulacoseira,Aulacoseira granulata,20000.19895,18300182.04,3
135.1,4/20/2018,9:05,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,1142502.914,18280046.62,216
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,116366.0375,18269467.89,88
477,4/25/2018,21:23,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,18221243.75,10
328,4/19/2018,22:04,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,79340.48011,18168969.94,60
481,4/26/2018,5:13,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,114239.7727,18049884.09,48
476,4/25/2018,21:15,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,47604.28806,18042025.18,45
135.1,4/20/2018,9:05,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,338519.3818,17941527.23,64
338,4/20/2018,8:59,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,116366.0375,17920369.77,88
303,8/1/2017,2:59,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,8815.608901,17816345.59,1
366,4/26/2018,11:12,Interior,Bacillariophyta,Synedra,Synedra spp.,31736.19204,17708795.16,18
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Synedra,Synedra spp.,31736.19204,17613586.58,18
322,4/19/2018,17:20,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,26446.8267,17481352.45,8
302,8/1/2017,2:16,Breach,Bacillariophyta,Synedra,Synedra delicatissima,9519.981061,17478685.23,1
484,4/26/2018,5:08,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,8815.608901,17437274.41,3
365,4/26/2018,11:04,Interior,Bacillariophyta,Synedra,Synedra spp.,35262.4356,17137543.7,6
437,8/8/2017,14:26,Interior,Bacillariophyta,Synedra,Synedra spp.,35262.4356,17137543.7,4
91,8/8/2017,13:58,Breach,Bacillariophyta,Synedra,Synedra delicatissima,10578.73068,17137543.7,8
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,17004590.17,2
136.1,4/20/2018,9:40,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,835719.7238,16714394.48,316
338,4/20/2018,8:59,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,114239.7727,16679006.82,80
469,4/25/2018,15:22,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,47604.28806,16566292.25,36
304,8/1/2017,9:20,Breach,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,16460047.25,1
173.1,4/26/2018,5:29,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,304639.3939,16450527.27,96
150.2,4/25/2018,15:33,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,68761.74942,16434058.11,26
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,105787.3068,16397032.56,20
352,4/25/2018,22:29,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,66117.06675,16330915.49,20
314,8/8/2017,14:10,Breach,Bacillariophyta,Diploneis,Diploneis sp.,44078.0445,16264798.42,5
405,7/31/2017,23:47,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,88156.08901,16220720.38,10
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Synedra,Synedra delicatissima,10578.73068,16164300.48,2
357,4/26/2018,4:33,Breach,Bacillariophyta,Synedra,Synedra spp.,31736.19204,16090249.37,18
472,4/25/2018,15:52,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,79967.84091,15993568.18,35
411,8/1/2017,3:15,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,52893.6534,15868096.02,6
472,4/25/2018,15:52,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,42314.92272,15825781.1,20
423,8/8/2017,0:52,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,15765088.64,1
364,4/26/2018,10:55,Interior,Bacillariophyta,Diploneis,Diploneis sp.,44078.0445,15691783.84,10
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,15519473.13,3
487,4/26/2018,10:29,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,95199.81061,15517569.13,140
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,79340.48011,15392053.14,30
484,4/26/2018,5:08,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,44078.0445,15383237.53,15
403,7/31/2017,18:35,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,15355729.45,1
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,15254529.64,2
425,8/8/2017,1:19,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14995350.74,3
429,8/8/2017,7:09,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,8815.608901,14942457.09,1
92,8/8/2017,14:25,Breach,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14916010.26,12
442,8/8/2017,20:48,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14916010.26,3
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,14914002.33,2
318,8/8/2017,21:16,Interior,Bacillariophyta,Frustulia,Frustulia sp.,9519.981061,14908290.34,1
126.3,4/20/2018,2:57,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,95208.57613,14852537.88,36
338,4/20/2018,8:59,Breach,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14757329.3,20
412,8/1/2017,9:10,Interior,Bacillariophyta,Aulacoseira,Aulacoseira granulata,15868.09602,14757329.3,6
487,4/26/2018,10:29,Interior,Bacillariophyta,Synedra,Synedra spp.,28559.94318,14736930.68,42
302,8/1/2017,2:16,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,88156.08901,14722066.86,10
300,7/31/2017,18:33,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,44078.0445,14677988.82,5
65,8/8/2017,1:10,Breach,Bacillariophyta,Aulacoseira,Aulacoseira granulata,15231.9697,14622690.91,32
403,7/31/2017,18:35,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14598648.34,3
440,8/8/2017,20:31,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,17631.2178,14545754.69,2
420,8/1/2017,16:15,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,9519.981061,14527491.1,1
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Synedra,Synedra spp.,31736.19204,14471703.57,6
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,68761.74942,14371205.63,13
315,8/8/2017,14:35,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,44078.0445,14369442.51,5
308,8/8/2017,0:22,Breach,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14360626.9,3
358,4/26/2018,4:50,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,14360626.9,25
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,52893.6534,14281286.42,12
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Synedra,Synedra delicatissima,9519.981061,14279971.59,2
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,14186077.84,12
357,4/26/2018,4:33,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,14170209.75,3
322,4/19/2018,17:20,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,26446.8267,14122605.46,8
150.3,4/25/2018,15:33,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,881560.8901,14104974.24,200
477,4/25/2018,21:23,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,44078.0445,14016818.15,50
42,8/1/2017,9:54,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,199919.6023,13994372.16,70
309,8/8/2017,1:04,Interior,Bacillariophyta,Frustulia,Frustulia sp.,9519.981061,13984852.18,1
472,4/25/2018,15:52,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,349098.1125,13963924.5,165
118.2,4/19/2018,22:19,Breach,Bacillariophyta,Cocconeis,Cocconeis placentula,15868.09602,13868715.92,6
309,8/8/2017,1:04,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,8815.608901,13822874.76,1
475,4/25/2018,21:06,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,13805243.54,15
358,4/26/2018,4:50,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,13800164.55,5
472,4/25/2018,15:52,Interior,Bacillariophyta,Melosira,Melosira varians,22847.95455,13777316.59,10
481,4/26/2018,5:13,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,105787.3068,13752349.88,48
308,8/8/2017,0:22,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,88156.08901,13752349.88,10
308,8/8/2017,0:22,Breach,Bacillariophyta,Stauroneis,Stauroneis sp.,9519.981061,13727812.69,1
364,4/26/2018,10:55,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,13725903.06,6
53,8/1/2017,15:42,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,1142502.914,13710034.96,432
317,8/8/2017,20:25,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,44078.0445,13620115.75,5
423,8/8/2017,0:52,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,19039.96212,13575492.99,2
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,13520277.1,2
490,4/26/2018,11:01,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,13424409.23,114
484,4/26/2018,5:08,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,19039.96212,13347013.45,6
305,8/1/2017,11:17,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,19039.96212,13289893.56,2
305,8/1/2017,11:17,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,9519.981061,13289893.56,1
404,7/31/2017,18:50,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,9519.981061,13289893.56,1
300,7/31/2017,18:33,Breach,Bacillariophyta,Frustulia,Frustulia sp.,9519.981061,13251813.64,1
312,8/8/2017,7:13,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,17631.2178,13241044.57,2
405,7/31/2017,23:47,Interior,Bacillariophyta,Melosira,Melosira varians,19039.96212,13232773.67,2
445,4/19/2018,15:50,Interior,Bacillariophyta,Navicula,Navicula sp.,63472.38408,13138783.51,60
411,8/1/2017,3:15,Interior,Bacillariophyta,Frustulia,Frustulia sp.,9519.981061,13070934,1
478,4/25/2018,21:56,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,13011838.74,60
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Synedra,Synedra spp.,26446.8267,13011838.74,5
481,4/26/2018,5:13,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,13011838.74,12
463,4/20/2018,9:36,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,102815.7955,12954790.23,90
127.1,4/20/2018,4:05,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,862166.5505,12932498.26,163
405,7/31/2017,23:47,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,12932498.26,3
400,7/31/2017,17:54,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,17631.2178,12906051.43,2
404,7/31/2017,18:50,Interior,Bacillariophyta,Frustulia,Frustulia sp.,8815.608901,12888420.21,1
325,4/19/2018,22:49,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,12832000.32,10
127.3,4/20/2018,4:05,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,126944.7682,12821421.59,24
340,4/20/2018,9:29,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,74051.11476,12810842.85,56
334,4/20/2018,3:14,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,12773817.3,2
471,4/25/2018,15:35,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,12589222.95,5
484,4/26/2018,5:08,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,44078.0445,12562242.68,15
352,4/25/2018,22:29,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,26446.8267,12562242.68,8
163.1,4/25/2018,22:09,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,1569178.384,12553427.07,356
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,12541085.22,2
415,8/1/2017,10:00,Interior,Bacillariophyta,Encyonema,Encyonema sp.,38079.92424,12528295.08,4
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,58183.01874,12451166.01,22
419,8/1/2017,15:58,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,35262.4356,12412377.33,4
472,4/25/2018,15:52,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,84629.84545,12355957.44,40
366,4/26/2018,11:12,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,12329510.61,3
423,8/8/2017,0:52,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,9519.981061,12318855.49,1
118.1,4/19/2018,22:19,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,12250170.13,12
466,4/20/2018,10:06,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,12250170.13,5
403,7/31/2017,18:35,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,8815.608901,12236065.15,1
352,4/25/2018,22:29,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,28559.94318,12223655.68,8
334,4/20/2018,3:14,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,26446.8267,12218433.94,10
420,8/1/2017,16:15,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,12218433.94,3
408,8/1/2017,2:37,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,528936.534,12165540.28,6
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,12154961.55,12
429,8/8/2017,7:09,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,17631.2178,12130277.85,2
312,8/8/2017,7:13,Interior,Bacillariophyta,Synedra,Synedra spp.,26446.8267,12059752.98,3
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Synedra ulna,Synedra ulna,35262.4356,12024490.54,12
470,4/25/2018,15:26,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,163970.3256,11969833.77,62
315,8/8/2017,14:35,Interior,Bacillariophyta,Diploneis,Diploneis sp.,35262.4356,11953965.67,4
421,8/1/2017,16:27,Interior,Bacillariophyta,Frustulia,Frustulia sp.,9519.981061,11919016.29,1
303,8/1/2017,2:59,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,8815.608901,11892256.41,1
470,4/25/2018,15:26,Interior,Bacillariophyta,Synedra,Synedra spp.,21157.46136,11805863.44,8
405,7/31/2017,23:47,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,85679.82955,11738136.65,9
460,4/20/2018,3:21,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,171904.3736,11689497.4,52
403,7/31/2017,18:35,Interior,Bacillariophyta,Cocconeis,Cocconeis placentula,17631.2178,11636603.75,2
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,74051.11476,11626025.02,28
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,11588999.46,6
308,8/8/2017,0:22,Breach,Bacillariophyta,Navicula,Navicula sp.,52893.6534,11583710.1,6
305,8/1/2017,11:17,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,85679.82955,11566776.99,9
469,4/25/2018,15:22,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,11538217.05,4
173.1,4/26/2018,5:29,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,17631.2178,11513185.22,6
448,4/19/2018,16:30,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,11488501.52,3
118.1,4/19/2018,22:19,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,26446.8267,11477922.79,10
457,4/20/2018,4:23,Interior,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5711.988636,11463961.19,8
118.3,4/19/2018,22:19,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,74051.11476,11403871.67,28
135.1,4/20/2018,9:05,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,37025.55738,11403871.67,7
427,8/8/2017,1:44,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,8815.608901,11380951.09,1
338,4/20/2018,8:59,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,5289.36534,11350978.02,4
403,7/31/2017,18:35,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,11345688.66,3
418,8/1/2017,15:45,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,11345688.66,3
311,8/8/2017,6:44,Breach,Chlorophyta,Spirogyra,Spirogyra sp.,24989.95028,11245477.63,7
364,4/26/2018,10:55,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,273283.8759,11204638.91,62
404,7/31/2017,18:50,Interior,Bacillariophyta,Encyonema,Encyonema sp.,52893.6534,11107667.21,6
437,8/8/2017,14:26,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,70524.8712,11072404.78,8
315,8/8/2017,14:35,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,17631.2178,11037142.34,2
420,8/1/2017,16:15,Interior,Bacillariophyta,Amphora,Amphora sp.,8815.608901,11019511.13,1
356,4/26/2018,4:27,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,845374.3182,10989866.14,296
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,44078.0445,10975433.08,15
405,7/31/2017,23:47,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,9519.981061,10909898.3,1
126.1,4/20/2018,2:57,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,52893.6534,10843198.95,4
317,8/8/2017,20:25,Interior,Bacillariophyta,Melosira,Melosira varians,17631.2178,10843198.95,2
63,8/8/2017,0:36,Interior,Bacillariophyta,Frustulia,Frustulia sp.,8815.608901,10843198.95,1
427,8/8/2017,1:44,Interior,Bacillariophyta,Navicula,Navicula sp.,61709.2623,10799120.9,7
472,4/25/2018,15:52,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,63472.38408,10790305.29,30
420,8/1/2017,16:15,Interior,Euglenophyta,Trachelomonas,Trachelomonas spp.,19039.96212,10738538.64,2
319,4/19/2018,16:36,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,79340.48011,10710964.81,6
440,8/8/2017,20:31,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,10658071.16,3
469,4/25/2018,15:22,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,280336.363,10652781.8,212
303,8/1/2017,2:59,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,66639.86742,10595738.92,7
331,4/20/2018,3:47,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,52893.6534,10578730.68,40
471,4/25/2018,15:35,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,31736.19204,10504679.57,30
423,8/8/2017,0:52,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,9519.981061,10491019.13,1
475,4/25/2018,21:06,Interior,Bacillariophyta,Melosira,Melosira varians,17631.2178,10472943.37,10
420,8/1/2017,16:15,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,57119.88636,10452939.2,6
412,8/1/2017,9:10,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,10393602.89,10
319,4/19/2018,16:36,Breach,Bacillariophyta,Surirella,Surirella sp.,13223.41335,10380379.48,1
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,79967.84091,10315851.48,14
91,8/8/2017,13:58,Breach,Bacillariophyta,Epithemia,Epithemia sp.,26446.8267,10314262.41,20
352,4/25/2018,22:29,Interior,Bacillariophyta,Diploneis,Diploneis sp.,26446.8267,10287815.59,8
314,8/8/2017,14:10,Breach,Bacillariophyta,Caloneis,Caloneis sp.,19039.96212,10262539.58,2
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Cymatopleura,Cymatopleura solea,5711.988636,10241595.63,1
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Cymatopleura,Cymatopleura solea,5289.36534,10240211.3,2
118.3,4/19/2018,22:19,Breach,Bacillariophyta,Synedra,Synedra delicatissima,5711.988636,10224459.66,2
340,4/20/2018,9:29,Interior,Bacillariophyta,Synedra,Synedra spp.,21157.46136,10219053.84,16
119.1,4/19/2018,23:10,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,507779.0727,10155581.45,192
484,4/26/2018,5:08,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,171359.6591,10110219.89,54
126.1,4/20/2018,2:57,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,264468.267,10049794.15,20
400,7/31/2017,17:54,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,10049794.15,3
172.1,4/26/2018,4:16,Breach,Bacillariophyta,Melosira,Melosira varians,15868.09602,9981032.397,15
425,8/8/2017,1:19,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9970453.667,3
339,4/20/2018,9:08,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,91391.81818,9961708.182,48
309,8/8/2017,1:04,Interior,Bacillariophyta,Synedra,Synedra spp.,17631.2178,9944006.84,2
472,4/25/2018,15:52,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,148102.2295,9922849.378,70
405,7/31/2017,23:47,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,44078.0445,9917560.013,5
366,4/26/2018,11:12,Interior,Bacillariophyta,Navicula,Navicula sp.,47604.28806,9901691.917,27
423,8/8/2017,0:52,Interior,Bacillariophyta,Synedra,Synedra spp.,17631.2178,9891113.186,2
457,4/20/2018,4:23,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9864666.36,40
107.1,4/19/2018,16:14,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,655881.3022,9838219.533,124
334,4/20/2018,3:14,Interior,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9838219.533,20
435,8/8/2017,14:03,Interior,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9785325.88,6
403,7/31/2017,18:35,Interior,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9732432.226,6
425,8/8/2017,1:19,Interior,Bacillariophyta,Navicula,Navicula sp.,52893.6534,9732432.226,6
309,8/8/2017,1:04,Interior,Bacillariophyta,Diploneis,Diploneis sp.,28559.94318,9710380.682,3
357,4/26/2018,4:33,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,47604.28806,9663670.477,27
457,4/20/2018,4:23,Interior,Bacillariophyta,Synedra,Synedra delicatissima,5711.988636,9618988.864,8
304,8/1/2017,9:20,Breach,Bacillariophyta,Encyonema,Encyonema sp.,19039.96212,9615180.871,2
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Synedra,Synedra delicatissima,5289.36534,9605487.458,11
303,8/1/2017,2:59,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9573751.266,3
425,8/8/2017,1:19,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,44078.0445,9520857.613,5
306,8/1/2017,14:07,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9520857.613,3
411,8/1/2017,3:15,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,61709.2623,9503226.395,7
319,4/19/2018,16:36,Breach,Bacillariophyta,Surirella,Surirella ovata,14279.97159,9481901.136,1
319,4/19/2018,16:36,Breach,Bacillariophyta,Diploneis,Diploneis sp.,26446.8267,9467963.959,2
437,8/8/2017,14:26,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,26446.8267,9467963.959,3
