quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"30-1","CapeCod","OldCty","NA",2161996,41.95992,-70.05589,"NA",.25,"9/9/2015",9,2015,814.88,"0","20","very high","38","76",1,"NA","0","0","Typha latifolia",94,"Polygonum arifolium",1,"NA",0,3,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31-2","CapeCod","OldCty","NA",2163424,41.96004,-70.05612,"NA",.25,"9/9/2015",9,2015,884.52,"0","20","very high","38","55",7,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",7,"Polygonum arifolium",3,3,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31-3","CapeCod","OldCty","NA",2163424,41.96019,-70.05624,"NA",.25,"9/9/2015",9,2015,640.96,"0","15","high","76","7",7,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",7,"Polygonum arifolium",3,3,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31-1","CapeCod","OldCty","NA",2163424,41.96006,-70.05628,"NA",.25,"9/9/2015",9,2015,904.68,"0","20","high","76","38",3,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",15,"Polygonum arifolium",1,3,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32-2","CapeCod","OldCty","NA",2164853,41.96047,-70.05636,"NA",.25,"9/9/2015",9,2015,601.04,"0","10","medium","55","38",3,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",3,"Spiraea latifolia",3,3,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32-1","CapeCod","OldCty","NA",2164853,41.96035,-70.05622,"NA",.25,"9/9/2015",9,2015,1096.2,"0","8","high","38","55",3,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",1,"Polygonum arifolium",3,3,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32-3","CapeCod","OldCty","NA",2164853,41.96046,-70.05615,"NA",.25,"9/9/2015",9,2015,1260,"0","15","medium-high","76","15",3,"NA","0","0","Typha latifolia",94,"Thelypteris thelypteroides",15,"Spiraea latifolia",1,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"50","Chesapeake","SERC","NA",372,38.87328,-76.54877,"NA",0,"9/3/2015",9,2015,245.57,"0","0","NA","0","47.5",7.8,"67.5","0","7.800000191","Schoenoplectus americanus",47.5,"Spartina patens",6.3,"Distichlis spicata",.2,3,0,"NA","NA","NA","NA","NA","0.00","245.57","538.50","0.00","0.00","0.00","0.00","NA","NA","NA"
"49","Chesapeake","SERC","NA",372,38.87328,-76.54891,"NA",0,"9/3/2015",9,2015,421.98,"0","0","NA","0","47.5",10.2,"47.5","0","1","Schoenoplectus americanus",52.5,"Spartina patens",1,"Distichlis spicata",.7,3,0,"NA","NA","NA","NA","NA","0.00","421.98","348.64","0.00","0.00","0.00","0.00","NA","NA","NA"
"48","Chesapeake","SERC","NA",372,38.87338,-76.54884,"NA",0,"9/3/2015",9,2015,538.62,"0","0","NA","0","62.5",4.9,"47.5","0","37.5","Schoenoplectus americanus",42.5,"Distichlis spicata",.2,"Distichlis spicata",.2,3,0,"NA","NA","NA","NA","NA","0.00","538.62","616.77","0.00","0.00","0.00","0.00","NA","NA","NA"
"47","Chesapeake","SERC","NA",443,38.87354,-76.54919,"NA",0,"9/28/2015",9,2015,463.01,"0","0","NA","0","42.5",0,"52.5","0","38.5","Schoenoplectus americanus",47.5,"Spartina patens",19.2,"Distichlis spicata",3.6,3,0,"NA","NA","NA","NA","NA","0.00","463.01","475.65","0.00","0.00","0.00","0.00","NA","NA","NA"
"45","Chesapeake","SERC","NA",443,38.87365,-76.54926,"NA",0,"9/28/2015",9,2015,400.13,"0","0","NA","0","33",0,"48","0","43","Schoenoplectus americanus",62.5,"Spartina patens",19.2,"Distichlis spicata",.1,3,0,"NA","NA","NA","NA","NA","0.00","400.13","388.58","0.00","0.00","0.00","0.00","NA","NA","NA"
"46","Chesapeake","SERC","NA",443,38.87365,-76.54912,"NA",0,"9/28/2015",9,2015,285.34,"0","0","NA","0","21.60000038",0,"67.5","0","29","Schoenoplectus americanus",67.5,"Spartina patens",24.5,"Distichlis spicata",.4,3,0,"NA","NA","NA","NA","NA","0.00","281.60","279.39","3.74","0.00","0.00","0.00","NA","NA","NA"
"51","Chesapeake","SERC","NA",447,38.87367,-76.54784,"NA",0,"9/28/2015",9,2015,382.29,"0","0","NA","0","42.5",.1,"28.5","0","0","Spartina patens",82.5,"Schoenoplectus americanus",19.5,"Distichlis spicata",1,3,0,"NA","NA","NA","NA","NA","0.00","382.29","1115.00","0.00","0.00","0.00","0.00","NA","NA","NA"
"53","Chesapeake","SERC","NA",447,38.87356,-76.54774,"NA",0,"9/28/2015",9,2015,486.87,"0","0","NA","0","24.5",.1,"38.5","0","0","Spartina patens",82.5,"Schoenoplectus americanus",19.5,"Distichlis spicata",1,3,0,"NA","NA","NA","NA","NA","0.00","486.87","504.20","0.00","0.00","0.00","0.00","NA","NA","NA"
"52","Chesapeake","SERC","NA",447,38.87356,-76.5479,"NA",0,"9/28/2015",9,2015,321.44,"0","0","NA","0","28.5",6.1,"67.5","0","0","Schoenoplectus americanus",52.5,"Spartina patens",41.1,"Distichlis spicata",1.5,3,0,"NA","NA","NA","NA","NA","0.00","321.44","162.46","0.00","0.00","0.00","0.00","NA","NA","NA"
"43","Chesapeake","SERC","NA",516,38.87393,-76.54881,"NA",0,"9/27/2015",9,2015,500.26,"0","0","NA","0","72.5",1.4,"47.5","0","4.300000191","Spartina patens",58,"Schoenoplectus americanus",52.5,"Distichlis spicata",2,1,0,"NA","NA","NA","NA","NA","0.00","500.26","784.86","0.00","0.00","0.00","0.00","NA","NA","NA"
"44","Chesapeake","SERC","NA",520,38.87383,-76.54749,"NA",0,"9/27/2015",9,2015,826.77,"0","0","NA","0","10.19999981",0,"2","0","0","Spartina patens",87.5,"Schoenoplectus americanus",28.5,"Distichlis spicata",2.5,1,0,"NA","NA","NA","NA","NA","0.00","826.77","618.00","0.00","0.00","0.00","0.00","NA","NA","NA"
"56","Chesapeake","SERC","NA",593,38.87409,-76.54712,"NA",0,"9/1/2015",9,2015,1116.25,"0","0","NA","0","72.5",2.4,"72.5","0","0","Phragmites australis",87.5,"Amaranthus cannibinus",6.6,"Atriplex patula",0,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1116.25","1826.26","0.00","0.00","NA","NA","NA"
"55","Chesapeake","SERC","NA",593,38.87421,-76.54706,"NA",0,"9/1/2015",9,2015,1991.57,"0","0","NA","0","58",11.7,"82.5","0","0.699999988","Phragmites australis",87.5,"Amaranthus cannibinus",0,"Amaranthus cannibinus",0,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1991.57","2247.22","0.00","0.00","NA","NA","NA"
"54","Chesapeake","SERC","NA",593,38.8742,-76.5472,"NA",0,"9/1/2015",9,2015,1550.78,"0","0","NA","0","38",10.2,"77.5","0","19.20000076","Phragmites australis",87.5,"Kostyletzkya virginica",15.6,"Amaranthus cannibinus",10.6,3,0,"NA","NA","NA","NA","NA","0.00","75.17","0.00","1475.61","1847.72","0.00","0.00","NA","NA","NA"
"37","Chesapeake","SERC","NA",731,38.87472,-76.54919,"NA",0,"9/1/2015",9,2015,333.35,"0","0","NA","0","77.5",.9,"62.5","0","13.69999981","Schoenoplectus americanus",38,"Spartina patens",26.6,"Schoenoplectus robustus",6.8,3,0,"NA","NA","NA","NA","NA","0.00","271.72","486.00","0.00","0.00","61.63","645.75","NA","NA","NA"
"39","Chesapeake","SERC","NA",731,38.8746,-76.54919,"NA",0,"9/1/2015",9,2015,455.07,"0","0","NA","0","68",3.1,"77.5","0","3.599999905","Spartina patens",48.5,"Schoenoplectus americanus",47.5,"Schoenoplectus robustus",3.2,3,0,"NA","NA","NA","NA","NA","0.00","413.40","985.60","0.00","0.00","41.67","316.69","NA","NA","NA"
"38","Chesapeake","SERC","NA",731,38.87466,-76.54931,"NA",0,"9/1/2015",9,2015,519.31,"0","0","NA","0","47.5",.3,"72.5","0","3.200000048","Spartina patens",58,"Schoenoplectus americanus",43,"Iva frutescens",8.1,3,0,"NA","NA","NA","NA","NA","0.00","488.26","724.80","0.00","0.00","31.05","1804.86","NA","NA","NA"
"40","Chesapeake","SERC","NA",734,38.87476,-76.54812,"NA",0,"9/15/2015",9,2015,1470.95,"0","0","NA","0","21.10000038",7.3,"17.10000038","0","0","Spartina cynoseroides",52.5,"Iva frutescens",34.2,"Amaranthus cannibinus",21.1,3,0,"NA","NA","NA","NA","NA","0.00","739.58","528.74","0.00","0.00","731.37","944.46","NA","NA","NA"
"41","Chesapeake","SERC","NA",734,38.87466,-76.54819,"NA",0,"9/15/2015",9,2015,1284.96,"0","0","NA","0","57.5",19.2,"52.5","0","0","Phragmites australis",67.5,"Iva frutescens",35,"Kostyletzkya virginica",3,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","565.47","1012.46","719.49","2192.39","NA","NA","NA"
"42","Chesapeake","SERC","NA",734,38.8746,-76.54829,"NA",0,"9/26/2015",9,2015,625.83,"0","0","NA","0","42.5",15,"63","0","0","Phragmites australis",48,"Kostyletzkya virginica",45.1,"Iva frutescens",3,3,0,"NA","NA","NA","NA","NA","0.00","259.94","0.00","263.15","715.52","102.75","246.60","NA","NA","NA"
"32","Chesapeake","SERC","NA",798,38.87495,-76.55087,"NA",0,"9/14/2015",9,2015,2239.22,"0","0","NA","0","43",33.5,"26.10000038","0","9","Iva frutescens",82.5,"Spartina alterniflora",26.1,"Amaranthus cannibinus",17.1,3,0,"NA","NA","NA","NA","NA","0.00","141.54","202.62","0.00","0.00","2097.68","2743.64","NA","NA","NA"
"31","Chesapeake","SERC","NA",798,38.87496,-76.55103,"NA",0,"9/14/2015",9,2015,1887.26,"0","0","NA","0","37.5",33,"19.5","0","4.300000191","Iva frutescens",82.5,"Amaranthus cannibinus",17.1,"Spartina alterniflora",10.2,3,0,"NA","NA","NA","NA","NA","0.00","179.33","189.73","0.00","0.00","1707.93","2655.61","NA","NA","NA"
"33","Chesapeake","SERC","NA",798,38.87483,-76.55095,"NA",0,"9/3/2015",9,2015,4294.37,"0","0","NA","0","52.5",4.4,"24","0","0.300000012","Iva frutescens",72.5,"Polygonum hydropiper",12.3,"Spartina alterniflora",8.7,3,0,"NA","NA","NA","NA","NA","0.00","151.17","150.43","0.00","0.00","4143.20","2511.48","NA","NA","NA"
"34","Chesapeake","SERC","NA",799,38.87497,-76.55062,"NA",0,"9/4/2015",9,2015,2388.68,"0","0","NA","0","77.5",0,"28.5","0","0","Iva frutescens",82.5,"Spartina alterniflora",33.5,"Pluchia odorata",4.9,3,0,"NA","NA","NA","NA","NA","0.00","95.07","172.77","0.00","0.00","2293.61","3060.18","NA","NA","NA"
"36","Chesapeake","SERC","NA",799,38.87486,-76.55053,"NA",0,"9/4/2015",9,2015,1425.13,"0","0","NA","0","58",0,"19.5","0","0","Iva frutescens",58.5,"Schoenoplectus americanus",11.8,"Pluchia odorata",9,3,0,"NA","NA","NA","NA","NA","0.00","197.92","271.20","1.87","0.93","1225.34","1659.01","NA","NA","NA"
"35","Chesapeake","SERC","NA",799,38.87486,-76.55068,"NA",0,"9/14/2015",9,2015,4060.89,"0","0","NA","0","57.5",9.1,"15","0","0.100000001","Iva frutescens",87.5,"Spartina alterniflora",26.6,"Pluchia odorata",7.8,3,0,"NA","NA","NA","NA","NA","0.00","144.58","193.57","0.00","0.00","3916.31","4133.41","NA","NA","NA"
"59","Chesapeake","SERC","NA",812,38.87492,-76.54612,"NA",0,"9/15/2015",9,2015,782.2,"0","0","NA","0","33.5",12.3,"38","0","0","Phragmites australis",82.5,"Kostyletzkya virginica",3,"Amaranthus cannibinus",.7,3,0,"NA","NA","NA","NA","NA","0.00","177.22","0.00","604.99","801.38","0.00","0.00","NA","NA","NA"
"57","Chesapeake","SERC","NA",812,38.87502,-76.54618,"NA",0,"9/15/2015",9,2015,481.43,"0","0","NA","0","38",24,"24","0","0.100000001","Phragmites australis",43,"Iva frutescens",29,"Kostyletzkya virginica",12,3,0,"NA","NA","NA","NA","NA","0.00","43.33","0.00","266.58","798.33","171.52","761.83","NA","NA","NA"
"58","Chesapeake","SERC","NA",812,38.87503,-76.54604,"NA",0,"9/15/2015",9,2015,428.32,"0","0","NA","0","52.5",19.5,"53","0","0","Phragmites australis",31.1,"Iva frutescens",13.5,"Amaranthus cannibinus",10.2,3,0,"NA","NA","NA","NA","NA","0.00","66.05","0.00","152.02","438.01","210.25","720.50","NA","NA","NA"
"28","Chesapeake","SERC","NA",874,38.87531,-76.54966,"NA",0,"9/8/2015",9,2015,1217.83,"0","0","NA","0","82.5",7.2,"47.5","0","3","Phragmites australis",72.5,"Kostyletzkya virginica",8.1,"Iva frutescens",7.5,3,0,"NA","NA","NA","NA","NA","0.00","1.06","0.00","858.93","775.42","357.84","306.72","NA","NA","NA"
"30","Chesapeake","SERC","NA",874,38.87513,-76.54958,"NA",0,"9/8/2015",9,2015,1717.7,"0","0","NA","0","72.5",.3,"24","0","0","Spartina patens",47.6,"Phragmites australis",35.5,"Iva frutescens",24.2,3,0,"NA","NA","NA","NA","NA","0.00","351.87","124.74","164.62","241.71","1201.21","1857.38","NA","NA","NA"
"29","Chesapeake","SERC","NA",874,38.87522,-76.54951,"NA",0,"9/8/2015",9,2015,1372.97,"0","0","NA","0","82.5",.2,"28.5","0","0","Phragmites australis",58,"Iva frutescens",43,"Schoenoplectus americanus",10.6,3,0,"NA","NA","NA","NA","NA","0.00","39.52","81.86","270.83","409.76","1062.61","1226.13","NA","NA","NA"
"26","Chesapeake","SERC","NA",875,38.87516,-76.54914,"NA",0,"9/2/2015",9,2015,421.25,"0","0","NA","0","28.5",.6,"82.5","0","0","Spartina patens",53,"Distichlis spicata",29,"Schoenoplectus americanus",28.5,3,0,"NA","NA","NA","NA","NA","0.00","405.17","1367.20","0.00","0.00","16.08","25.43","NA","NA","NA"
"27","Chesapeake","SERC","NA",875,38.87513,-76.54936,"NA",0,"9/2/2015",9,2015,1545.8,"0","0","NA","0","13.69999981",.1,"34","0","0","Spartina patens",82.5,"Iva frutescens",10.5,"Schoenoplectus americanus",9,3,0,"NA","NA","NA","NA","NA","0.00","1467.87","251.80","0.00","0.00","77.93","210.68","NA","NA","NA"
"25","Chesapeake","SERC","NA",875,38.87527,-76.54926,"NA",0,"9/2/2015",9,2015,853.89,"0","0","NA","0","29",3.2,"77.5","0","0","Spartina patens",73,"Schoenoplectus americanus",28.5,"Iva frutescens",13.5,3,0,"NA","NA","NA","NA","NA","0.00","756.14","900.60","0.00","0.00","97.76","46.66","NA","NA","NA"
"22","Chesapeake","SERC","NA",1021,38.87581,-76.54863,"NA",0,"9/2/2015",9,2015,1342.29,"0","0","NA","0","10.80000019",0,"62.5","0","0","Spartina patens",87.5,"Distichlis spicata",12.6,"Iva frutescens",6.7,3,0,"NA","NA","NA","NA","NA","0.00","1288.67","672.60","0.00","0.00","53.62","97.80","NA","NA","NA"
"23","Chesapeake","SERC","NA",1021,38.87582,-76.54848,"NA",0,"9/2/2015",9,2015,1554.89,"0","0","NA","0","28.5",.6,"52.5","0","0","Spartina patens",62.5,"Iva frutescens",19.5,"Panicum dichotimoflorum",15,3,0,"NA","NA","NA","NA","NA","0.00","1291.20","1139.40","0.00","0.00","263.69","296.02","NA","NA","NA"
"24","Chesapeake","SERC","NA",1021,38.87571,-76.54855,"NA",0,"9/2/2015",9,2015,2348.75,"0","0","NA","0","13.69999981",0,"53","0","0","Spartina patens",87.5,"Distichlis spicata",37.5,"Iva frutescens",18.1,3,0,"NA","NA","NA","NA","NA","0.00","1858.80","1304.20","0.00","0.00","489.95","340.66","NA","NA","NA"
"64","Chesapeake","SERC","NA",1036,38.87588,-76.54329,"NA",0,"9/11/2015",9,2015,665.7,"0","0","NA","0","42.5",7.3,"77.5","0","1.200000048","Spartina patens",62.5,"Schoenoplectus americanus",47.5,"Distichlis spicata",15,3,0,"NA","NA","NA","NA","NA","0.00","665.70","1189.60","0.00","0.00","0.00","0.00","NA","NA","NA"
"63","Chesapeake","SERC","NA",1036,38.87588,-76.54344,"NA",0,"9/11/2015",9,2015,1037.12,"0","0","NA","0","29",4.9,"48","0","0","Spartina patens",82.5,"Schoenoplectus americanus",52.5,"Distichlis spicata",15,3,0,"NA","NA","NA","NA","NA","0.00","1037.12","1228.40","0.00","0.00","0.00","0.00","NA","NA","NA"
"65","Chesapeake","SERC","NA",1036,38.87579,-76.54337,"NA",0,"9/11/2015",9,2015,631.38,"0","0","NA","0","33",4.4,"62.5","0","0","Spartina patens",57.5,"Schoenoplectus americanus",42.5,"Distichlis spicata",12.6,3,0,"NA","NA","NA","NA","NA","0.00","631.38","1334.00","0.00","0.00","0.00","0.00","NA","NA","NA"
"60","Chesapeake","SERC","NA",1319,38.87694,-76.54519,"NA",0,"9/11/2015",9,2015,1044.6,"0","0","NA","0","62.5",28.5,"19.5","0","3.700000048","Phragmites australis",42.5,"Iva frutescens",35.5,"Amaranthus cannibinus",7.3,3,0,"NA","NA","NA","NA","NA","0.00","96.00","8.45","534.70","1123.83","413.90","876.10","NA","NA","NA"
"61","Chesapeake","SERC","NA",1319,38.87694,-76.54504,"NA",0,"9/9/2015",9,2015,981.18,"0","0","NA","0","72.5",1.5,"19.5","0","0.100000001","Phragmites australis",62.5,"Iva frutescens",33.5,"Symphiotricum tenuis cannibinus",21.1,3,0,"NA","NA","NA","NA","NA","0.00","61.79","262.91","581.72","764.22","337.67","519.91","NA","NA","NA"
"62","Chesapeake","SERC","NA",1319,38.87684,-76.54512,"NA",0,"9/9/2015",9,2015,751.56,"0","0","NA","0","48",13.7,"14.69999981","0","1.799999952","Phragmites australis",48,"Pluchia odorata",33.5,"Amaranthus cannibinus",21.6,3,0,"NA","NA","NA","NA","NA","0.00","111.81","142.91","388.82","476.05","250.93","791.59","NA","NA","NA"
"15","Chesapeake","SERC","NA",6307,38.89568,-76.53861,"NA",0,"9/17/2015",9,2015,1590.78,"0","0","NA","0","72.5",0,"29","0","0","Spartina patens",52.5,"Iva frutescens",28.5,"Distichlis spicata",19.2,3,0,"NA","NA","NA","NA","NA","0.00","362.85","477.34","0.00","0.00","1227.94","1483.94","NA","NA","NA"
"17","Chesapeake","SERC","NA",6307,38.89558,-76.53853,"NA",0,"9/17/2015",9,2015,1643.79,"0","0","NA","0","62.5",1.4,"47.5","0","0","Spartina patens",72.5,"Iva frutescens",52.5,"Distichlis spicata",16.8,3,0,"NA","NA","NA","NA","NA","0.00","299.90","241.63","0.00","0.00","1343.89","2038.81","NA","NA","NA"
"16","Chesapeake","SERC","NA",6307,38.89558,-76.5387,"NA",0,"9/17/2015",9,2015,1434.34,"0","0","NA","0","38",0,"38","0","0","Spartina patens",77.5,"Iva frutescens",26.6,"Schoenoplectus americanus",19.5,3,0,"NA","NA","NA","NA","NA","0.00","311.65","161.06","0.00","0.00","1122.69","1486.18","NA","NA","NA"
"19","Chesapeake","SERC","NA",6309,38.89558,-76.53801,"NA",0,"9/17/2015",9,2015,2655.78,"0","0","NA","0","72.5",6.2,"24","0","0","Spartina patens",77.5,"Iva frutescens",33.5,"Amaranthus cannibinus",13.5,3,0,"NA","NA","NA","NA","NA","0.00","301.66","87.14","0.00","0.00","2354.11","4984.10","NA","NA","NA"
"20","Chesapeake","SERC","NA",6309,38.89557,-76.53781,"NA",0,"9/17/2015",9,2015,2342.57,"0","0","NA","0","43",19.2,"19.5","0","0.600000024","Iva frutescens",43.5,"Amaranthus cannibinus",34,"Spartina patens",25.6,3,0,"NA","NA","NA","NA","NA","0.00","270.72","149.02","0.00","0.00","2071.85","1733.50","NA","NA","NA"
"18","Chesapeake","SERC","NA",6309,38.89569,-76.53793,"NA",0,"9/17/2015",9,2015,2207.69,"0","0","NA","0","43",13.3,"28.5","0","0","Iva frutescens",67.5,"Spartina patens",48.5,"Amaranthus cannibinus",7.8,3,0,"NA","NA","NA","NA","NA","0.60","222.24","187.74","0.00","0.00","1985.45","3166.37","NA","NA","NA"
"12","Chesapeake","SERC","NA",6379,38.89595,-76.5387,"NA",0,"9/22/2015",9,2015,57.72,"0","0","NA","0","19.5",0,"57.5","0","0","Distichlis spicata",87.5,"Iva frutescens",24,"Spartina patens",12.6,3,0,"NA","NA","NA","NA","NA","0.00","-198.00","-99.00","0.00","0.00","255.72","239.40","NA","NA","NA"
"14","Chesapeake","SERC","NA",6379,38.89585,-76.53863,"NA",0,"9/22/2015",9,2015,157.58,"0","0","NA","0","28.5",.9,"72.5","0","0","Distichlis spicata",72.5,"Iva frutescens",38,"Solidago sempervirens",12.6,3,0,"NA","NA","NA","NA","NA","0.00","-297.00","-99.00","0.00","0.00","454.58","397.89","NA","NA","NA"
"13","Chesapeake","SERC","NA",6379,38.89595,-76.53854,"NA",0,"9/22/2015",9,2015,145.98,"0","0","NA","0","24",0,"62.5","0","0","Distichlis spicata",87.5,"Iva frutescens",47.5,"Spartina patens",12.6,3,0,"NA","NA","NA","NA","NA","0.00","-297.00","-99.00","0.00","0.00","442.98","458.09","NA","NA","NA"
"11","Chesapeake","SERC","NA",7120,38.89865,-76.53131,"NA",0,"9/22/2015",9,2015,1288.01,"0","0","NA","0","48",28.5,"48","0","0","Phragmites australis",72.5,"Iva frutescens",14.1,"Kostyletzkya virginica",3.2,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1059.57","1745.69","228.44","1668.71","NA","NA","NA"
"10","Chesapeake","SERC","NA",7120,38.89865,-76.53148,"NA",0,"9/22/2015",9,2015,1614.43,"0","0","NA","0","43",14.7,"48","0","0","Phragmites australis",77.5,"Iva frutescens",16.6,"Solidago sempervirens",11.2,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1165.96","2050.72","448.47","1483.81","NA","NA","NA"
"9","Chesapeake","SERC","NA",7120,38.89875,-76.53142,"NA",0,"9/22/2015",9,2015,1492.64,"0","0","NA","0","43",28.5,"38","0","0","Phragmites australis",57.5,"Pluchia odorata",22.5,"Iva frutescens",15,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1345.16","1595.09","147.48","534.92","NA","NA","NA"
"7","Chesapeake","SERC","NA",7191,38.89902,-76.53185,"NA",0,"9/22/2015",9,2015,1850,"0","0","NA","0","33",24.5,"24","0","0","Phragmites australis",67.5,"Iva frutescens",22.6,"Pluchia odorata",6.6,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1437.68","1356.21","412.31","966.14","NA","NA","NA"
"8","Chesapeake","SERC","NA",7191,38.89891,-76.53178,"NA",0,"9/22/2015",9,2015,1685.7,"0","0","NA","0","38",43,"38","0","0","Phragmites australis",82.5,"Iva frutescens",25.6,"Pluchia odorata",1.3,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1404.56","1527.64","281.13","1493.12","NA","NA","NA"
"21","Chesapeake","SERC","NA",7191,38.89906,-76.53171,"NA",0,"9/22/2015",9,2015,1405.73,"0","0","NA","0","47.5",38.5,"47.5","0","0","Phragmites australis",77.5,"Pluchia odorata",11.1,"Distichlis spicata",3.1,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1405.73","1535.76","0.00","0.00","NA","NA","NA"
"3","Chesapeake","SERC","NA",7261,38.89917,-76.53246,"NA",0,"9/18/2015",9,2015,456.56,"0","0","NA","0","7.800000191",38.5,"24","0","0","Phragmites australis",43,"Pluchia odorata",33.5,"Spartina alterniflora",28.5,3,0,"NA","NA","NA","NA","NA","0.00","152.13","61.09","304.43","194.61","0.00","0.00","NA","NA","NA"
"1","Chesapeake","SERC","NA",7261,38.89927,-76.53254,"NA",0,"9/18/2015",9,2015,533.03,"0","0","NA","0","19.5",35.6,"24","0","0","Phragmites australis",57.5,"Iva frutescens",13.5,"Spartina alterniflora",10.6,3,0,"NA","NA","NA","NA","NA","0.00","52.96","51.52","389.27","313.83","90.80","144.94","NA","NA","NA"
"2","Chesapeake","SERC","NA",7261,38.89927,-76.53239,"NA",0,"9/18/2015",9,2015,520.54,"0","0","NA","0","42.5",57.5,"24.5","0","0","Phragmites australis",72.5,"Amaranthus cannibinus",.6,"Pluchia odorata",.1,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","520.54","698.02","0.00","0.00","NA","NA","NA"
"6","Chesapeake","SERC","NA",7262,38.89928,-76.53214,"NA",0,"9/18/2015",9,2015,1299.54,"0","0","NA","0","28.5",3.8,"82.5","0","0","Phragmites australis",87.5,"Amaranthus cannibinus",0,"Amaranthus cannibinus",0,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","1299.54","1322.41","0.00","0.00","NA","NA","NA"
"4","Chesapeake","SERC","NA",7262,38.89917,-76.5322,"NA",0,"9/18/2015",9,2015,970.89,"0","0","NA","0","52.5",.6,"82.5","0","0","Phragmites australis",77.5,"Schoenoplectus robustus",1.3,"Amaranthus cannibinus",0,3,0,"NA","NA","NA","NA","NA","0.00","0.00","0.00","970.89","1754.50","0.00","0.00","NA","NA","NA"
"5","Chesapeake","SERC","NA",7262,38.89917,-76.53205,"NA",0,"9/18/2015",9,2015,1054.73,"0","0","NA","0","52.5",3.3,"72.5","0","0","Phragmites australis",82.5,"Pluchia odorata",3,"Amaranthus cannibinus",0,3,0,"NA","NA","NA","NA","NA","0.00","0.13","0.00","1054.61","1992.18","0.00","0.00","NA","NA","NA"
"6SS2","Everglades","Everglades","NA",143161,25.20812,-80.6607,"NA",0,"10/1/2015",10,2015,174.17,"0","0","NA","0","0",0,"NA","0","0","Cladium jamaicense",0,"NA",0,"NA",0,1,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17.20","23.33","4.62"
